Nama Aplikasi,Nama Pengguna,Komentar,Rating,Tanggal Ulasan
WeTV,Ronaldo Carlos Manalu,"Percuma VIP jadwal upload ga sesuai deskripsi, mending ga usah langganan kalau episode yang mau ditonton belum full, upload cuma 1 padahal deskripsi upload VIP 2 atau 8.",1,8/21/2023 13:25
WeTV,mayaamelia sapiraa,Belum di install aja susah nya minta ampun,1,8/21/2023 10:46
WeTV,Arif Cure,Iklan nya bejibun. Ga rekomen banget,1,8/21/2023 9:13
WeTV,Gusnaldy,"Aplikasi masih ada kekurangan, dimohon segera di perbaiki. Untuk kekurangannya itu saat melihat atau menonton selalu macet-macet atau keluar sendirinya. Sekian masukan dari saya",2,8/21/2023 6:04
WeTV,Syam Adam,"Percuma vip ternyata aplikasi film dounghanya tidak lengkap dunia persilatan udah mau s4 di aplikasinya baru s2, aplikasi parah mending nonton diseblah lengkap gratis pula",1,8/21/2023 5:46
WeTV,Iko virgie,Kenapa setelah update tidak bisa buka vip lagi,1,8/21/2023 5:40
WeTV,Nakaroy Saputra,"Jangan coba"" download aplikasi ini kebanyakan iklan di bangdingan nonton fillm nya",1,8/20/2023 23:29
WeTV,Kak Ni,"Game uang kakton,",5,8/20/2023 17:55
WeTV,sri baduga,Bagus bagus bagus🤩🤩,4,8/20/2023 14:59
WeTV,Asmita Damayanti,Masih banyak film/drama yang g fullscreen padahal udh pake mode fullscreen. Mohon diperbaiki untuk kedepannya agar lebih nyaman nontonnya,2,8/20/2023 14:51
WeTV,Putra Aditya,Kalau udh download film subtitel bahasa indonesianya selalu ga ada.. Mohon diperbaiki,3,8/20/2023 13:57
WeTV,Juwita Anggraeni,"Saya baru pertama kali download aplikasi wetv sudah langsung berlangganan juga ,baru pertama coba putar video,langsung ngelag,padahal sinyal bagus..",2,8/20/2023 12:37
WeTV,Nana PinkBai,Woi wetv. Mau daftar vip knp tidak bisa ya. Setiap daftar vip hp saya nge lag dan mati trs. Maunya gimana?,3,8/20/2023 12:33
WeTV,septianico arandela rahmadani,BANYAK IKLAN BGT ANJIR😭,1,8/20/2023 11:48
WeTV,Riski Putra,Kebanyakan iklan bikin sebel terus suruh VIP lagi dasar💩,1,8/20/2023 10:59
WeTV,Sarah Dini,Pokonamah Alus pisan euyyy,5,8/20/2023 10:09
WeTV,TUNAS INDAH KHARISMA,Ribet sekarang we tv kebykan iklan mengganggu di awal open makin males langganan,1,8/20/2023 7:10
WeTV,Widya asia Soewarno,Kok malah susah sie berlangganan nya pake email2 sgala biasanya login pmbyran by shopee gampang ini pake email ribet,1,8/20/2023 5:37
WeTV,Har Sono,Drama awalnya gratis sudah ditonton dpt 21 episode kok diubah jadi VIP. Aplikasi bagus tapi tidak bermutu,1,8/20/2023 5:11
WeTV,śenșei 96,"Update yang sekarang malah makin jelek, suka nge bug jumlah episode gak muncul semua, saat streaming nge bug masalah koneksi padahal jaringan internet lancar",1,8/20/2023 5:08
WeTV,Irsyad Ekha,Aplikasi GK jelas,1,8/20/2023 2:35
WeTV,Yoon_ Seo_Rin,Benar benar buat saya jengkel ya ini wetv...nge-bug sistem terserahlah ya...gak nyaman banget nonton tiba tiba keluar sendiri...tolong dong jangan buat kita yg udah langganan kecewa,1,8/20/2023 0:04
WeTV,Takdir Muliono,Jempol dah Abis,4,8/19/2023 23:28
WeTV,Elrienzka Kahlanuha,Bnyk flim yng tersedia,5,8/19/2023 16:51
WeTV,Aditrie,"Download'nya Lambat Banget, Padahal Jaringan Sudah Bagus",1,8/19/2023 12:00
WeTV,Luh Putu Liza Noviana_2015,"filmnya bagus, dan admin wetv juga fast respon",5,8/19/2023 10:43
WeTV,Da Zul,"aplikasi lemot, buat cari sesuatu aja loading nya lama ,padahal jaringan buat buka apk lain baik² aja pas awal masuk, iklan nya cukup mengganggu, udah lewatin malah pergi ke google chrome harus buka ulang lagi sampe beberapa kali niat nya sih mau langganan, tapi klo kek gini ya gk dulu deh",1,8/19/2023 10:36
WeTV,Lambok Simanjuntak,Fitur tebus vip tidak bisa lagi.,1,8/18/2023 16:03
WeTV,Heri Yanto,Bagus buat hiburan,5,8/18/2023 15:52
WeTV,Yazqi aulia Aulia,Aplikasi nya sungguh berat,1,8/18/2023 10:44
WeTV,Vina Loviana,Lumayan buat ngisi waktu luang jam gabut,5,8/18/2023 8:51
WeTV,Yosna Ms01,"Cc donghua nya pasti telat mulu meskipun dah viv,tolong perbaiki ya",1,8/18/2023 6:58
WeTV,Yanz Ganz,iklannya ada 5ribu,1,8/18/2023 3:53
WeTV,andi putra alim,Dengan adanya we tv .saya bisa minonton animasi yang tdk ada di you tube,5,8/18/2023 1:37
WeTV,Andra Backbone,"Film anime nya telat semua baik dari episode maupun subtitle nya, nyesal vip",1,8/17/2023 16:43
WeTV,13 - Fathur Rozii,Ini aplikasinya benar² bagus cuman gak ada film yang bisa dicari cuma lewat nama tokohnya jadi mohon diperbaiki,4,8/17/2023 14:33
WeTV,Ahmad Maulana,"Padahal VIP tapi CC nya munculnya besoknya sama kek yang free, berasa percuma jadinya aktifin VIP. Jadi males perpanjang VIP. #WETV GK WORT IT SEKIAN TERIMAKASIH",1,8/17/2023 13:54
WeTV,Fiqih Nurajizah,emang boleh se keren ini?,5,8/17/2023 6:02
WeTV,Ipank Cnai,Aplikasinya bagus tapi sangat di sayangkan harus bayar kalau mau lanjut nonton kelanjutan film yang dari di tonton bagi teman2 yang tidak mampu ga usah di dowload aplikasinya sangat jelek kita harus bayar makanya saya kasih bintang 1.,1,8/17/2023 4:17
WeTV,Doni Sahat P Sihite,"Untuk pada pencarian judul film nya kurang efektif, jika kita ingin mencari sebuah film maka harus mencantumkan judul yang sangat sangat sesuai dengan judul asli , jika terdapat kurang 1 kata pada judul maka film tersebut tidak akan ada pada Menu pencarian tersebut ,sangat kecewa",1,8/17/2023 0:03
WeTV,Inda Yani,Gmna cara beli VIP kak ...,4,8/16/2023 17:21
WeTV,Eshi Steven,Jangan donwload aplikasi taiii bnyak iklan nya,1,8/16/2023 14:09
WeTV,Alank 12345,Iklan mulu ajg,1,8/16/2023 13:54
WeTV,ike rahmawati,Kenapa ya padahal baru 6 agustus beli vip kok sekarang malah kaldaluarsa Aplikasi Nipu!,3,8/16/2023 13:47
WeTV,Eka Resti,"Kecewa dengan wetv, film yg udah di download. Klo mau nonton harus pakai jaringan lagi. 😪",1,8/16/2023 13:12
WeTV,edi triyanto,"nonton anime, signal 4G kualitas menonton yang di pilih sudah 144p. masih saja loading dan tidak lancar menontonnya. padahal saya sudah berlangganan VIP",2,8/16/2023 12:13
WeTV,36. Pt Eri Maheswara,"Oi min, ni napa aplikasi nya, lagi nonton malah keluar keluar sendiri, padahal udah make 2 tahun, dulu gak pernah keluar keluar gitu padahal, tolong di perbaiki",3,8/16/2023 9:29
WeTV,Ril Garing,"Aplikasi payah, sudah nonton pakek kota malah disuruh laganan,, lebih baik saya install aplikasi ini",1,8/15/2023 21:00
WeTV,Mr Rofan,"Hari gini mau nonton GRATISAN tidak ada IKLAN .mimpi Jangan harap GRATISAN minta lebih ,",1,8/15/2023 13:11
WeTV,Dasim Mo,gak bisa di buka,1,8/15/2023 9:49
WeTV,Euro Queen,Saya langganan 1 bln baru 5 hr tp tiba2 WeTv hari ini mengaktifkan langganan otomatis tanpa pemberitahuan dgn langsung memotong pulsa saya sehingga sisa langganan saya jd 55 hari...??? kenapa WeTv jadi layanan Scammer Center 😢😭,3,8/15/2023 5:38
WeTV,I'M GOOD,Knp WD kok gk masuk padahal udah selesai,1,8/15/2023 4:45
WeTV,ryan wahyu,"Jelek, mau berlangganan nggak bisa",1,8/15/2023 2:02
WeTV,M Iqbal,"Sipp udh gdk iklan lgi, mntp👍",5,8/15/2023 1:57
WeTV,Zona Kill,Apa sih itu VIP gak mau hilang SDH didownload beasa kd mau jua,2,8/15/2023 0:50
WeTV,Nurul Inayah,"Mohon maaf aku kasih ranting 3 soalnya terlalu banyak iklannya,,aku merasa terganngu nonton",3,8/14/2023 20:45
WeTV,Arif 2101,Bagaimana caranya berlangganan/top up di negara taiwan,4,8/14/2023 15:10
WeTV,Rere Redina,Awalnya apk nya bagus tapi lama lama tiba tiba suka keluar sendiri,3,8/14/2023 13:59
WeTV,Anang Ramadhon,"1 bintang,saya kecewa, saya berlanggan vip 1 bulan tpi tetap ada iklannya",1,8/14/2023 8:58
WeTV,yudi agus,"Saya sudah langganan vip belum satu bulan kenapa buat nonton ada iklannya , padahal masa vip nya masih panjang",1,8/14/2023 8:57
WeTV,Candra Yanuar,tidak bisa dibuka,1,8/14/2023 6:34
WeTV,Naufal Yumna Lathif,Kak akun saya gk bisa batalin langganan jadi gmn ya?,1,8/14/2023 4:34
WeTV,Nas Han,Saya sudah tidak berlangganan tapi tiba tiba dana saya kepotong sendiri dari imange future,1,8/14/2023 4:30
WeTV,Putri Vonna,Kendalanya banyak banget.susah nonton nya kalau udah lama kita dw bakal sering error dan keluar sendiri.kesel jadinya. Tolong diperbaiki,1,8/14/2023 3:51
WeTV,arya Hiddd,Film mozacikho seru bet anjay enjoy lah😅,5,8/13/2023 13:23
WeTV,Han Fred,WeTV memang oke ..sangat meng hibur,5,8/13/2023 12:22
WeTV,Líng xuě,Wetv ini kenapa ya di tonton di tv android sering ngadat sendiri klau dilihat di ponsel lancar padahal sama2 jaringannya bagus tp skrng sering bufering sendiri enak2 nonton di tv malah kayak gitu kok wetv jd kayak gini padahal Uda langganan lama,3,8/13/2023 10:51
WeTV,Leo Ardita,Aplikasi gak pake ribet,5,8/13/2023 10:02
WeTV,Imam Subekti,Aplikasinya kok kebanyakan beli kalau mau nonton filmnya. Padahal kita udah beli paket internet. Sama aja kita butuh biaya dobel kalau pingin nonton. Mending aku hapus aja aplikasinya.,1,8/13/2023 9:38
WeTV,Schrödingerxy,Apaan subtitle ga muncul. *Udah usaha di klik ya subtitle makanya saya komplain ^^,1,8/13/2023 9:12
WeTV,Muhammad Zahry,"Percuma langganan VIP kalo tetep suruh bayar untuk buat lanjut episode selanjutnya.,",1,8/13/2023 8:45
WeTV,robint teler,Bintang 1 aja min. Filmnya bagus tapi tayangnya 1 minggu 1 episode ( bayar lagi). Mending nonton di youtube GRATIS. Episode lebih cepat 🤣.,1,8/13/2023 8:18
WeTV,safri safri,"Kenapa aku sya tidak ada menu saya, Gimna caranya saya mau isi voucher",1,8/13/2023 6:32
WeTV,Pita Wulandari,Banyak dramanya yang bagus tapi VIP semoga bisa di tingkatkan lagi kualitas yg tidak VIP menjadi lebih baik,2,8/13/2023 6:17
WeTV,Haryono Hary,Makasih udah ada aplikasi we tv terhibur kasih5,5,8/13/2023 4:59
WeTV,Wande Halawa,"Bagus si WeTv,kurang nya Sering bgt Muncul Iklan Trus Kadang keluar sendiri,jadi nanggung nonton nya dan lagi,Ga bisa di percepat putaran nya",2,8/13/2023 0:15
WeTV,Chila Bubu,Knp HR ini tiba² gag bisa dibuka,3,8/12/2023 23:40
WeTV,Ulfa purwaningrum,Cari drama yang di aplikasi sebelah gak ada,4,8/12/2023 15:57
WeTV,Heru Prayoga,Sekarang malah makin jelek.banget,1,8/12/2023 13:34
WeTV,WILKAM ABADI,Assalamualaikum warahmatullahi wa barakatu mohon maaf sekian dan terima kasih,5,8/12/2023 12:47
WeTV,Juliana Damanik,Ad yg kenal Yulian,5,8/12/2023 11:35
WeTV,Lcyfer,"Apk apa ini berat banget ke hp panas terus forclose"" terus , sinyal pakek wifi buka apk streaming lain aja aman"" aja web aman"" aja kenapa pas wetv malah berat banget ??",1,8/12/2023 8:32
WeTV,Fauziah Kharelujnnn,Saya langganan apk cuma weTV sebulan kebayar otomatis bisa sampai 2x akhirnya berhenti Terakhir langganan bulan mei tp ini sudah Agustus kok masih otomatis narik uang didana saya ya min?? Gimana refund nya??. Padahal saya belum menyetujui. Udah ketarik otomatis tp ga langsung vip juga. Merugikan sekali :(,1,8/12/2023 8:05
WeTV,Tri Handayani,"Makin kesini makin mengecewakan. iklan saat buka aplikasi makin menyebalkan sudah pencet lewati tapi masih tidak bisa masuk ke menu utamanya hanya bisa klik iklan film tersebut seolah ""dipaksa"" utk masuk ke film yg di iklan kan itu padahal pake yg VIP. Menyesal sekali sudah berlangganan",1,8/12/2023 4:41
WeTV,Diki Irawan,"Dsruh verifikasi Mulu kode nya pun lama di kirim, kurang bnget sih",1,8/12/2023 4:24
WeTV,POV AHJ AISYAH,"Suka bagus apa lagi nengok ulasan nya di jawab dan minta maaf rispelek banget, aplikasi sampel jadi bisa tau mana yang vap dan gratis",5,8/12/2023 4:01
WeTV,Donny tatuno,Terlalu banyak iklan di tambah iklannya lama,1,8/12/2023 3:25
WeTV,Rizkiatika Agustina,Ko hari nie setiap nonton ngefrezz yaa knp padahal pake VIP 1tahun loh.. saya share nonton di tv Android Coba dicariin solusi biar ntr saya tambahkan bintang.. terimakasih,2,8/11/2023 19:05
WeTV,Ayam Manuk,"Dari sinilah saya mengenal donghua,, buat kalian yang ngaku fans donghua tpi kenal dri YOUTUBE JGN SOK KERAS DEH 👌",5,8/11/2023 17:05
WeTV,Agung Nugraha,Tolong di perbanyak anime donghua nya sama anime jepang nya percuma bayar tapi sedikit,5,8/11/2023 14:33
WeTV,Dila Adis,"Sekarang wetv udah makin jelekkkk👎👎 Masak video yang di download gak bisa di tonton 😒, jadi buang buang memory aku anjir, yang pasti wetv makain ubdet makin jelek aja lah mungkin karena udah banyak yg download makin songong, beda kali lah saat masih awal awal di liris ini apk",2,8/11/2023 12:07
WeTV,Ubai Penarik,Hai kak kenapa ya aku mau langganan VIP kok ga bisa lagi ya..katanya masa berlaku VIP kamu sudah kadaluwarsa..bagaimana cara mengatasinya mohon penjelasannya kak,4,8/11/2023 11:06
WeTV,dela tri,Gajelas tiba tiba perpanjang berlangganan padahal cuman berlangganan sekali malah diperpanjangn,1,8/11/2023 10:31
WeTV,Yasmin Fitriani,Kak mau tanya ini saya member udah dipotong otomatis kok ga bisa yah vipnya?,1,8/11/2023 4:49
WeTV,Ferdi Leader,udh beli vip eheh ujung2 ny udh mw hbz episode ad express....hadyuhhh dl kgk ad express2 gt knp skrng jd ad...gk bermutu bngt,1,8/11/2023 2:59
WeTV,MUHAMMAD SYAKBAN SINAGA,Saya sangat suka dengan aplikasi ini tiap hari saya menonton di aplikasi ini tidak pernah bosan seandainya lah iklan sedikit lebih menyenangkan bagi kami yang penikmat mode gratis bukannya kami tak mau membeli PVP cuman duit kami memadai hanya bisa membeli paket sudah bersyukur sekali. Cuman ingin belang aplikasi ini sangat-sangat baguss teman-teman 👍👍👍,5,8/11/2023 1:21
WeTV,Gugle Id,Saat nonton sering keluar sendiri,1,8/10/2023 14:53
WeTV,rennnirennn,Mimin nya baik banget woi kalian kalo mau nonton cuss download wetv,5,8/10/2023 13:12
WeTV,durian runtuh,"Aplikasi jelek susah di opsi kalo udah layar full, cara langganan ny gimana babii taeee bikin jengkel",1,8/10/2023 12:59
WeTV,Indah Ratri,"Sebelumnya saya minta maaf Krn saya kasih bintang 2 sebagai wujud kekecewaan saya , sebab saya tadi mencoba utk menjadi anggota VIP sdh membeli dg berlangganan bulanan , dan pembayaran melalui pulsa .. pembayaran sdh berhasil dan pulsa saya sdh terpotong tp kenapa saat saya mau nonton episode yg tertulis VIP tdk bisa dan di sebelah profil atas saya samping ID tertulis saya blm terdaftar jd anggota VIP .. kesalahan terletak dimana ea .. mohon penjelasannya 🙏",2,8/10/2023 12:22
WeTV,tarry Sadja,Gak sesuai wd 100 perak masuk akun dana uang nya pas wd 30.000 gak ada uang masuk sama sekali,1,8/10/2023 12:02
WeTV,Aam Salon2019,Banyak cerita film nya,5,8/10/2023 7:49
WeTV,jo Tjeng San,Muter trus. Ga bisa buka. Wetv.,1,8/10/2023 6:29
WeTV,Surya 11,Aku sdh bayar langganan bulanan min kok saldo saya di potong lagi mohon segera di tanggapi,1,8/10/2023 2:40
WeTV,Ernita Sulistianingsih,Udah ketarik tapi ga ada perpanjangan VIP pengen di kembaliin aja uang langganannya karna ga sengaja ketarik juga awalnya bukan untuk langganan wetv..,3,8/10/2023 0:40
WeTV,Nk herlina Bbi bungsu,"Ini Apk nya knp ya kok ngelag mulu padahal jaringan nya baguss tapi muter² truss,Tolong perbaiki lagi dong apk nya🙏",1,8/9/2023 23:12
WeTV,Masitah Fitria,Baru sebulan langganan vip dan merasa nyaman saat menonton. Konten yang disajikan juga berbeda dari OTT lainnya sehingga we tv punya karakter konten pasarnya sendiri. Cocok untuk emak2 nih yang demen serial2 😅,5,8/9/2023 13:45
WeTV,audyn plm,"Bagus banget aplikasinya,kalian harus Download deh in aplikasi cocok kita nonton drama apa saja",5,8/9/2023 13:26
WeTV,Ohoibor Raharusun,"Sorry, bintang 2 aja ya.. Cz semakin kesini semakin kesana, udh berbayar VIP, eh masih ada lagi utk nntn express berbayar 🤣. Bsa² setiap episode dlm film berbayar 😵‍💫",2,8/9/2023 12:20
WeTV,wiwin windyarti,Aq dah ganti password baru kog password lama bs kepake lg ... ? Jd aq apus wetv pdhl VIP ku nganggur gara² ga bs download klo memory d bawah 500mb klo viu msh bs.. payah ni wetv,3,8/9/2023 10:14
WeTV,Miya Putra,K ini gimana ya ko gak bisa di bayar pake pulsa,3,8/9/2023 9:58
WeTV,Rendy Gmg,Apk nya bagus banget.aku pengen nonton yg VIP dan udh ku bayar di Alfamart 10 tapi tetep gk bisa😭😭😭 makasih ya we tv padahal pengen nonton 😭😭,5,8/9/2023 7:29
WeTV,PERDANA JAYA KESUMA,"Ampun kali ahhh Film gk lengkap, judul di translate, search judul film ntah apa yg keluar, udah vip iklan tetap ada, cuma hilang pas nonton doank . Translate nya kacauuu , terlalu kaku Ampun lahhh",1,8/9/2023 6:23
WeTV,Akun Anime,Sinyal bagus tapi tetep ajah lag tolong perbaiki,1,8/9/2023 5:54
WeTV,el yelaj,Malah vip makin parah,1,8/9/2023 5:36
WeTV,muhtadiy,"Menyesal langganan premium di apk ini, kukira update, ternyata enggak.",1,8/8/2023 19:55
WeTV,OVI HERLIYANI DOROSAYA,Aku kasih bintang tiga dulu yah,3,8/8/2023 18:51
WeTV,Cristalia Lia,"Kenapa ya kadang video yg udh di download kadang videonya jadi blur gitu padahal kadang bagus jernih, tolong masukkan nya",3,8/8/2023 13:26
WeTV,timbanganmobil dotcom,"ini versi pro, sering gagal loading. terlanjur beli terpaksa reinstal ulang hampir tiap hari. tolong pengembang segera perbaiki. note device Xiaomi tv32inch",1,8/8/2023 13:25
WeTV,hendro susanto,Rugi VIP filem nya jelek jelek gak seru,1,8/8/2023 10:40
WeTV,Evanz Lee,Bagus tapi makin lama makin suka lag,2,8/8/2023 7:08
WeTV,Dody Saputra,Gmn wd ko ga masuk padahal tuliasan nya brhasil,1,8/8/2023 5:46
WeTV,Roni Welah,Ga jadi gw unintstal aja .nonton harus bayar belum lagi kuota abis apa apaan..,1,8/8/2023 4:16
WeTV,Julianti,Nonton sebentar keluar sendiri padahal udah hapus cache,2,8/8/2023 1:18
WeTV,karimah azaria,"Tiba² ada pembayaran yang saya ga tau, saya tidak mendapat apa² dan tidak dapat meminta dana kembali!!!",1,8/7/2023 21:13
WeTV,Yustin Gulo,"Metode pembayaran vip nya sangat susah di ubah melalui pulsa, gk jelas petunjuk dan peraturan apk nya",2,8/7/2023 17:38
WeTV,Alvian Dwi Prasetyo,Soale ono yowes band,5,8/7/2023 14:19
WeTV,Riska Rahmayani,Gilaaaa apk Ini Penipuan Banget Saldo Di Shopepay gua Di Tarik Begitu Aja Dasar Yaaaaaa Aplikasi Gak Tau Malu Banget Ambil saldo Gue Seenak Jidat Nya,1,8/7/2023 13:04
WeTV,Rzky An,"Sebelumnya saya hubungkan pembayaran We TV ke DANA Kenapa uang dari dana saya berkurang Rp. 43.290 sebelum menginjak ke tanggal yang ditentukan padahal status berlanggan saya 08-08-2023 sungguh tidak ada kebijakan belum waktunya berakhir malah sugan ada potongan dihari sebelumnya sangat mengecewakan dan tidak bisa dikembalikan , pelayan tidak puas",1,8/7/2023 10:12
WeTV,Wandy Chen,"aplikasi error' mulu, GK bisa login padahal dh beli vip",2,8/7/2023 9:33
WeTV,Dedi Oni,Kebanyakan iklan apl nya,1,8/7/2023 7:13
WeTV,Karyanih Yanih,D coba dlu,3,8/7/2023 6:25
WeTV,sryeby wahyuni,"knp cerita di we tv skrg lbh bnyk yg vip ya,bgimna dgn kmi yg nonton pki kuota 😐",3,8/7/2023 0:27
WeTV,azlina lina,Videonya udah di download tapi tidak mau di putar dan harus pake data,1,8/7/2023 0:19
WeTV,Fahmi Ramadani,Bagus cuma kurang lengkap aja dan juga kalo bisa tambahin event diskon,4,8/6/2023 17:19
WeTV,Nily Lina,"Vip matamu, vip juga gak guna. Enak nonton di anichin gratis",1,8/6/2023 12:56
WeTV,Ronggo Ronggo,Aplikasi gatel judul film yg di cari g ada,1,8/6/2023 11:48
WeTV,Sondang dikzi Prasasti,sumpah binggung bgt ini fast track sistemny gmn deh pas kemarin beli prem sharing gt bisa nonton giliran beli prem yg satu akun seminggu doang si tpi gbs ditonton harus bayar lagi 5k parah bgt deh,3,8/6/2023 11:40
WeTV,azam Fatih,kak kok apk nya gk bisa di download kenapa ya?,2,8/6/2023 10:45
WeTV,Hong Gaming,Uda vip masih nge lag trus,1,8/6/2023 4:00
WeTV,Aisyah,Jrleleekkkkkm lemooot lama kebukanyb ihhh jeleekkk,1,8/6/2023 2:03
WeTV,Hanung Oppoa5s,Kalo ga lagangganan btth di kunci ga min,3,8/6/2023 0:29
WeTV,Raffinia Iwan,Bagus Semua Cuma Kurang Nya Tidak Ada Film 3D Dan tidak ada fasilitas nonton VR,4,8/6/2023 0:27
WeTV,Novika Sari,sy beli sudah paket wetv di telkomsel tp buka aplikasi wetv malah dsuruh beli paket vip lg...buka di link wetv di anjurkn buka di aplikasi...udh beli paket tp tdk bisa nonton..tolong donk sistem,1,8/6/2023 0:03
WeTV,Juned pratama putra Pratama,Mesti hrs pakai vip contohx aja anime Tales of Demon di BSTATION udah season 7 tdk pakai vip padahal animex sama & juga terlalu panjang durasi iklan... Ngapain nonton vip ada yg lgsg.... Maaf hrs unistal...,1,8/5/2023 23:42
WeTV,simple santuy,Banyakin anime donghua nya min . Apa aja min yang penting banyak misal . my senior brother is too steady,4,8/5/2023 17:40
WeTV,Tasya Putri,Bgssssssssssss tapi sering ngelag kalo lama nontonya:),5,8/5/2023 14:12
WeTV,Diki,apk nya bnyk bengong. kayak orang kena gizi buruk.,1,8/5/2023 9:03
WeTV,Intan Widyaa,MASUK WE TV LAYARNYA GELAP DAN YG TERTULIS DIBAGIAN BAWAH CUMAN HOME EKSPLORE SAMA ME. TAPI UDAH DIPENCET SEMUA TETEP GA MUNCUL APA² SAMPE APUS DOWNLOAD ULANG TETEP AJAAA!,1,8/5/2023 7:55
WeTV,Nia,Nggak suka banget pas nonton video nya ada aja gangguan nya coba kek di ilangin komentar yang ad dalam video nya ganggu banget tau nggak pas lagi nonton,1,8/5/2023 7:04
WeTV,Lahuddin Siregar,Baru mencoba fitur ini,4,8/5/2023 6:12
WeTV,Nexus Gamers Ml,"Mohon untuk di perbaiki saat nonton offline, masa nonton video offline aja kek nonton online jaringan nge lag, pdhal udah download secara offline masih aja lag nih aplikasi, makin lama makin ancur aplikasi nya",1,8/5/2023 4:41
WeTV,Tri Angel,Bwebayar .. Ogah amas,1,8/4/2023 19:16
WeTV,Stanly Stanly,Parahhh banget aplikasinya... Aq langganan baru besok berakhirnya... Hari ni uda di potong aj saldo dana qu... 43ribu sekian... Kecewa banget,1,8/4/2023 12:12
WeTV,Dewi Sutimmah,Skrng gak kya dlu.. skrng bnyak iklan sma vip.ny.. pdahal film lama,1,8/4/2023 12:12
WeTV,Nisrina M,Gak bisa di download sih,1,8/4/2023 11:51
WeTV,Emon 87,Cuma mengenai masalah yg lalu subtitle Indonesia nya telat terus katanya VIP lebih awal kalau gini terus percuma lah VIP gitu doang dan juga kalo cari harus banget sesuai judul itu bikin gaenak tolong lebih di perhatiin biar kami pelanggan berbayar merasa ga kecewa terimakasih,2,8/4/2023 8:18
WeTV,Hasriana Hasriana,Aplikasi nya bagus jadi aku kasi 5 bintang,5,8/4/2023 4:39
WeTV,Antie Valentia,"Aku kasih bintang satu aja DECH .. penarikan 100 perak iya masuk tp berikutnya 3000 .6000.50000 setatus berhasil , tapi ga ada masuk ke dana ataupun ovo",1,8/4/2023 2:04
WeTV,Hendi Wijiatmiko,Coba deh film horor indonesia di update dong min Itu dh film lama semua Ya paling tdk 1bulan ada 1-2 film terbaru. Biar semangat juga langganannya,5,8/3/2023 20:32
WeTV,Hanim,Setiap bulan masih terpotong gopay tapi membernya malah kadaluarsa. Apps ngeruk duit doang tapi ga bisa digunakan. Sangat tidak rekomended. Mending jangan pada langganan deh rugi doang yg ada,1,8/3/2023 16:38
WeTV,MissLeekwangjaa 87,"Sy kecewa akun dana saya trpotong 2x dgn no yg sama,memang sy pakai email yg berbeda karna selalu eror jika melakukan pembayaran ,jadi sy coba pakai email berbeda tpi dgn no tlpn. Yg sama baru bisa tpi ini kepotong 2x",2,8/3/2023 15:30
WeTV,Ardi arif,"Jelek banget, masa pas buka apk nya hambar film gak klihatan",1,8/3/2023 15:29
WeTV,Babeh Soleh,"Makasih udh di percepat subtitle tahta segel dewa nya jdi kg sia sia vip , di pertahan kan",4,8/3/2023 12:42
WeTV,Sahrim Hamdan,"Terimakasih 🙏 WETV dari IMAGE FUTURE. sangat memuaskan tidak banyak aplikasi lain seperti wetv, yg bertele-tele tentang iklan, permiun full episode, .. walau ada beberapa film yg terkunci untuk permiun. Aku memang belum permiun, tapi kalau bisa pertahankan.. seperti ini.. banyak film yg masih bisa di nonton khususnya film anime.",5,8/3/2023 12:17
WeTV,Irsyad Leo,Iklanya segudang asu,1,8/3/2023 8:35
WeTV,Habibi Habibi,Masih ada bug didalam video nya...ngestak parah tolong dov gw pengen nonton donghua 🙄malah ngestuck,1,8/3/2023 8:24
WeTV,Siandong Citi,Gabagus gem nya,1,8/3/2023 7:06
WeTV,Om Nanang,"kok banyak yg komen suka eror / ngelag ya ,kl sy ngerasa aplikasi ini cukup bagus jarang eror sy menggunakan android tv walaupun sdh 4 th tp ram nya 2 gb intrnet jg cm tethering hp tp jarang bgt eror mungkin yg suka eror tv nya di clear memori dl",4,8/3/2023 5:45
WeTV,Rifa Hfer,"Bagus si aplikasi ini, cuman entah kenapa lama2 aplikasinya lemot gitu dan jaringannya susah. tolong di tingkatkan lagi untuk kualitas aplikasi nya🙏🏻😊",2,8/3/2023 4:57
WeTV,vika risnanita,Join VIP tp kode lewat SMS atau email gda yg dikirim..trus mau lu lewat mana?!! Telepati gitu!!!,2,8/3/2023 1:55
WeTV,Nobly Sadja,MOZACHIKO.... I'M COMING BAYBEEEHHHHHHHHHH,5,8/2/2023 17:35
WeTV,luh kembar,seru banget nonton wetv cmn ada yg VIP nya jadi gbisa nontonn cara VIP nya gabisa,2,8/2/2023 15:03
WeTV,Youran Romadhona,Ini kenapa sering ngelag ya? Tolong di perbaiki ya,2,8/2/2023 14:48
WeTV,Rize Kyy,Aplikasi gak guna anying banyak iklan piv piv caduk anying buang buang kuota aja buat download kontol anying langsung gw unistal aja setan,1,8/2/2023 14:33
WeTV,Fitria Hasanah,"Hallo min ,, mau tanya nih ,, we tv saya kok beda ya di yg lain , eps drama nya telat ,di wetv saya lost you forever aja baru eps 12 sedangkan yg lain udh byk ,terus ada beberapa drama yg adahal tayang di wetv tpi saya cari tidak ada katanya ""tidak tersedia di wilayah anda sesuai hak cipta "" padahal saya tinggal di Batam , tlg ya min gimana cara ngatasin nya ,, saya pakai VIP",2,8/2/2023 13:02
WeTV,Ma Lin,Aplikasi ini sangat keren ☺😌,5,8/2/2023 12:43
